U2GAAT_sink_met_100_U23GAAT HP_sink_met_100
AKO_sink_met_137_2-oxoglutarate synthase (rev)_sink_met_137
AKO_source_met_281
Ribonucleoside-diphosphate reductase (ADP)_sink_met_379
Ribonucleoside-diphosphate reductase (ADP)_source_met_480
Phosphoribosylaminoimidazole carboxylase_sink_met_133
Phosphoribosylaminoimidazole carboxylase_source_met_446
C180SN_source_met_471
USHD HP_source_met_7
Malonyl-CoA-ACP transacylase_sink_met_429
LPSSYN HP_sink_met_287_UAGAAT HP_sink_met_287_UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase_sink_met_287
LPSSYN HP_sink_met_426
LPSSYN HP_source_met_206
3-hydroxy-octadecanoyl-ACP synthesis_source_met_100
CLPNS HP_source_met_449
Peptidoglycan subunit synthesis_sink_met_245
Peptidoglycan subunit synthesis_source_met_170_Undecaprenyl diphosphate synthase_source_met_170
L-fuculose 1-phosphate aldolase_sink_met_233
L-fuculose 1-phosphate aldolase_source_met_209
Purine-nucleoside phosphorylase (Deoxyguanosine)_sink_met_151
Purine-nucleoside phosphorylase (Deoxyguanosine)_source_met_374
UHGADA HP_source_met_2
UHGADA HP_source_met_107
Fatty acid biosynthesis (n-C18:1)_source_met_473
Phosphoadenylyl-sulfate reductase (thioredoxin)_sink_met_380
Phosphoadenylyl-sulfate reductase (thioredoxin)_source_met_387
Phosphoadenylyl-sulfate reductase (thioredoxin)_source_met_390
Proline dehydrogenase_source_met_75
U23GAAT HP_sink_met_2
Glutamyl-tRNA reductase_source_met_103
FRDO_source_met_384
6-carboxyhexanoate-CoA ligase_source_met_277
D-Amino acid dehydrogenase_sink_met_334
D-Amino acid dehydrogenase_source_met_11_THZSN_source_met_11
D-Amino acid dehydrogenase_source_met_178_THZSN_source_met_178
2-oxoglutarate synthase (rev)_source_met_230
Phosphopantothenoylcysteine decarboxylase_source_met_370
UAGDP2_sink_met_148
Ribonucleoside-diphosphate reductase (CDP)_sink_met_136
Ribonucleoside-diphosphate reductase (CDP)_source_met_459
THZSN_source_met_162
THZSN_source_met_391
Iron  III  dicitrate transport via ABC system_source_met_457
BC10 new_sink_met_166
BC10 new_sink_met_282
BC10 new_source_met_226
Undecaprenyl diphosphate synthase_sink_met_37
Undecaprenyl diphosphate synthase_sink_met_160
Sulfite reductase (NADPH2)_sink_met_390
Sulfite reductase (NADPH2)_source_met_268
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase_sink_met_284
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase_source_met_245
