Metabolite_name,Smiles,HMR_database_2_00_row
glutamyl-5-phosphate[m], N[C@@H](CCC(=O)OP(O)(O)=O)C(O)=O, 3398
glutaryl-CoA[m], CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O, 3399
glycine[c], C(C(=O)O)N, 3414
glycine[m], C(C(=O)O)N, 3416
glycine[s], C(C(=O)O)N, 3418
glycolaldehyde[c], C(C=O)O, 3432
glycolate[c], C(C(=O)O)O, 3434
glyoxalate[c], C(=O)C(=O)O, 3452
glyoxalate[m], C(=O)C(=O)O, 3453
GMP[c], C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)N=C(NC2=O)N, 3471
GSH[c], C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N, 3498
GSSG[c], C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N, 3520
GTP[c], C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N, 3521
GTP[m], C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N, 3521
H+[c], [H+], 3533
H+[m], [H+], 3536
H+[n], [H+], 3537
H+[s], [H+], 3540
H2O[c], O, 3541
H2O[g], O, 3542
H2O[m], O, 3544
H2O[s], O, 3548
H2O2[c], OO, 3549
H2O2[s], OO, 3555
HCO3-[c], O=C(O)O, 3563
HCO3-[m], O=C(O)O, 3564
HCO3-[s], O=C(O)O, 3565
heparan sulfate proteoglycan[g], R, 3585
"heparan sulfate, precursor 1[g]", R, 3614
"heparan sulfate, precursor 10[g]", R, 3615
"heparan sulfate, precursor 11[g]", R, 3616
"heparan sulfate, precursor 12[g]", R, 3617
"heparan sulfate, precursor 13[g]", R, 3618
"heparan sulfate, precursor 14[g]", R, 3619
"heparan sulfate, precursor 15[g]", R, 3620
"heparan sulfate, precursor 2[g]", R, 3621
"heparan sulfate, precursor 3[g]", R, 3622
"heparan sulfate, precursor 4[g]", R, 3623
"heparan sulfate, precursor 5[g]", R, 3624
"heparan sulfate, precursor 6[g]", R, 3625
"heparan sulfate, precursor 7[g]", R, 3626
"heparan sulfate, precursor 8[g]", R, 3627
"heparan sulfate, precursor 9[g]", R, 3628
heptadecanoyl-[ACP][c], CCCCCCCCCCC(=O)CCCCCCS, 3637
heptanoyl-[ACP][c], O=CCCCCCCS, 3658
hexadecanoyl-[ACP][c], CCCCCCCCCC(=O)CCCCCCS, 3676
hexanoyl-[ACP][c], O=CCCCCCS, 3691
histidine[c], C1=C(NC=N1)C[C@@H](C(=O)O)N, 3698
histidine[s], C1=C(NC=N1)C[C@@H](C(=O)O)N, 3701
HMA[c], CCCCCCCCCCC[C](O)CC(=O)S, 3707
HMG-CoA[c], C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O, 3708
HMG-CoA[m], C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O, 3709
homocysteine[c], C(CS)[C@@H](C(=O)O)N, 3712
homogentisate[c], C1=CC(=C(C=C1O)CC(=O)O)O, 3714
IMP[c], O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O, 3768
inositol[c], C1(C(C(C(C(C1O)O)O)O)O)O, 3778
inositol[s], C1(C(C(C(C(C1O)O)O)O)O)O, 3780
isobutyryl-CoA[m], CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O, 3792
isocitrate[c], C(C(C(C(=O)O)O)C(=O)O)C(=O)O, 3797
isoleucine[c], CC[C@H](C)[C@@H](C(=O)O)N, 3800
isoleucine[s], CC[C@H](C)[C@@H](C(=O)O)N, 3803
isopentenyl-pPP[c], CC(=C)CCOP(=O)(O)OP(=O)(O)O, 3806
isovaleryl-CoA[m], CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O, 3809
K+[c], [K+], 3829
K+[s], [K+], 3831
L-2-aminoadipate[m], C(C[C@@H](C(=O)O)N)CC(=O)O, 3962
lanosterol[c], C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C, 3989
lathosterol[c], C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C, 3998
L-cystathionine[c], C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N, 4016
leucine[c], CC(C)C[C@@H](C(=O)O)N, 4033
leucine[s], CC(C)C[C@@H](C(=O)O)N, 4036
L-glutamate 5-semialdehyde[m], C(C[C@@H](C(=O)O)[NH3+])C=O, 4065
L-lactate[c], C[C@@H](C(=O)O)O, 4126
L-lactate[s], C[C@@H](C(=O)O)O, 4129
lysine[c], C(CCN)C[C@@H](C(=O)O)N, 4163
lysine[m], C(CCN)C[C@@H](C(=O)O)N, 4165
lysine[s], C(CCN)C[C@@H](C(=O)O)N, 4168
malate[c], C(C(C(=O)O)O)C(=O)O, 4183
malate[m], C(C(C(=O)O)O)C(=O)O, 4184
malonyl-[ACP][c], O=C(O)CC(=O)S, 4189
malonyl-CoA[c], CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O, 4194
margaric acid[c], CCCCCCCCCCCCCCCCC(=O)O, 4223
methacrylyl-CoA[m], CC(=C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O, 4246
methionine[c], CSCC[C@@H](C(=O)O)N, 4252
methionine[s], CSCC[C@@H](C(=O)O)N, 4255
methylmalonyl-CoA[m], C[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O, 4267
myristic acid[c], CCCCCCCCCCCCCC(=O)O, 4285
Na+[c], [Na+], 4324
Na+[s], [Na+], 4328
N-acetylglucosamine-1-phosphate[c], CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OP(=O)(O)O)CO)O)O , 4345
N-acetylglucosamine-6-phosphate[c], CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)COP(=O)(O)O)O)O, 4346
NAD+[c], NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O, 4376
NAD+[m], NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O, 4377
NAD+[n], NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O, 4378
NADH[c], NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O, 4382
NADH[m], NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O, 4383
NADP+[c], C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N, 4387
NADP+[m], C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N, 4389
NADPH[c], C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O, 4394
NADPH[m], C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O, 4396
N-carbamoyl-L-aspartate[c], C([C@@H](C(=O)O)NC(=O)N)C(=O)O, 4404
N-formimino-L-glutamate[c], C(CC(=O)O)[C@@H](C(=O)O)N=CN, 4422
N-formyl-GAR[c], C([C@@H]1[C@H]([C@H]([C@@H](O1)NC(=O)CNC=O)O)O)OP(=O)(O)O, 4423
NH3[c], N, 4426
NH3[m], N, 4427
NH3[s], N, 4431
nicotinamide D-ribonucleotide[c], NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O, 4436
nicotinamide D-ribonucleotide[n], NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O, 4438
nicotinamide ribonucleoside[c], NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O, 4439
nicotinamide[c], NC(=O)c1cccnc1, 4440
nicotinamide[s], NC(=O)c1cccnc1, 4441
nonanoyl-[ACP][c], CCCCCCCCC(=O)S, 4490
O2[c], O=O, 4509
O2[m], O=O, 4513
O2[s], O=O, 4520
OAA[c], C(C(O)=O)C(=O)C(O)=O, 4524
OAA[m], C(C(O)=O)C(=O)C(O)=O, 4525
octanoyl-[ACP][c], CCCCCCCC(=O)S, 4551
oleate[c], CCCCCCCC/C=C\CCCCCCCC(=O)O , 4556
oleoyl-CoA[c], CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O, 4560
ornithine[c], C(C[C@@H](C(=O)O)N)CN, 4581
ornithine[m], C(C[C@@H](C(=O)O)N)CN, 4582
ornithine[s], C(C[C@@H](C(=O)O)N)CN, 4583
orotate[c], C1=C(NC(=O)NC1=O)C(=O)O, 4584
orotidine-5-phosphate[c], C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O, 4586
oxidized thioredoxin[c], O=CC1CSSCCC(=O)N1, 4598
oxidized thioredoxin[m], O=CC1CSSCCC(=O)N1, 4599
palmitate[c], CCCCCCCCCCCCCCCC(=O)O, 4611
palmitoyl-CoA[c], CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O, 4627
pantothenate[c], CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O, 4633
pantothenate[s], CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O, 4634
PAP[c], Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O, 4635
PAP[g], Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O, 4636
PAPS[c], Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O, 4638
PAPS[g], Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O, 4639
PE-LD pool[c], NCCOP(=O)(O)OCC(COC=O)OC=O, 4634
pentadecanoyl-[ACP][c], CCCCCCCCCCCCCCC(=O)S, 4654
pentadecylic acid[c], CCCCCCCCCCCCCCC(O)=O, 4661
pentanoyl-[ACP][c], CCCCC(=O)S, 4673
PEP[c], OP(O)(=O)OC(=C)C([O-])=O, 4677
phenylalanine[c], C1=CC=C(C=C1)C[C@@H](C(=O)O)N, 4714
phenylalanine[s], C1=CC=C(C=C1)C[C@@H](C(=O)O)N, 4717
phenylpyruvate[c], C1=CC=C(C=C1)CC(=O)C(=O)O,  4718
phosphopantetheine[c], CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O, 4743
Pi[c], OP(O)(O)=O, 4764
Pi[g], OP(O)(O)=O, 4765
Pi[m], OP(O)(O)=O, 4767
Pi[r], OP(O)(O)=O, 4770
Pi[s], OP(O)(O)=O, 4771
PPi[c], OP(O)(=O)OP(O)(O)=O, 4784
PPi[n], OP(O)(=O)OP(O)(O)=O, 4786
PPi[r], OP(O)(=O)OP(O)(O)=O, 4788
presqualene-PP[c], CC(=CCC/C(=C/CC/C(=C/[C@H]1[C@@H]([C@@]1(C)CC/C=C(\C)/CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)/C)/C)C, 4797
proline[c], C1C[C@H](NC1)C(=O)O, 4805
proline[m], C1C[C@H](NC1)C(=O)O, 4807
proline[s], C1C[C@H](NC1)C(=O)O, 4808
propanoyl-[ACP][m], CCC(=O)S, 4814
propanoyl-CoA[c], CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O, 4815
propanoyl-CoA[m], CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O, 4816
provitamin D3[c], [H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C, 4880
PRPP[c], O=P(O)(O)OC[C@]1O[C@@](OP(=O)(O)OP(=O)(O)O)[C@@](O)[C@@]1O, 4881
PS-LD pool[c], N[C](COP(=O)(O)OCC(COC=O)OC=O)C(=O)O, 4884
pyruvate[c], CC(=O)C(O)=O, 4905
pyruvate[m], CC(=O)C(O)=O, 4906
pyruvate[s], CC(=O)C(O)=O, 4908
retinoate[c], CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C, 4927
retinoate[s], CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C, 4929
ribose-1-phosphate[c], C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O, 4949
ribose-5-phosphate[c], C([C@H]([C@H]([C@H](C=O)O)O)O)OP(=O)(O)O, 4950
ribulose-5-phosphate[c], C([C@H]([C@H](C(=O)CO)O)O)OP(=O)(O)O, 4952
saccharopine[m], C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N, 4975
SAH[c], N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O, 4978
SAICAR[c], Nc1c(ncn1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC(O)=O)C(O)=O, 4982
SAM[c], C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12, 4987
sedoheptulose-7-phosphate[c], C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)(O)O, 5002
serine[c], C([C@@H](C(=O)O)N)O, 5015
serine[m], C([C@@H](C(=O)O)N)O, 5017
serine[s], C([C@@H](C(=O)O)N)O, 5019
serotonin[c], C1=CC2=C(C=C1O)C(=CN2)CCN, 5020
serotonin[s], C1=CC2=C(C=C1O)C(=CN2)CCN, 5021
sn-glycerol-3-phosphate[c], O=P(O)(O)OC[C](O)CO, 5050
"squalene 2,3-oxide[c]", CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C, 5094
squalene[c], CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C, 5095
stearate[c], CCCCCCCCCCCCCCCCCC(=O)O, 5102
stearoyl-CoA[c], CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O, 5113
succinate[m], C(CC(=O)[O-])C(=O)O, 5118
succinyl-CoA[m], CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O, 5122
sulfate[c], [O]S([O])(=O)=O, 5125
sulfate[s], [O]S([O])(=O)=O, 5129
sulfite[c], [O]S([O])=O, 5134
taurine[c], C(CS(=O)(=O)O)N, 5153
taurine[s], C(CS(=O)(=O)O)N, 5155
tetradecanoyl-[ACP][c], CCCCCCCCCCCCCC(=O)S, 5182
tetrahydrobiopterin[c], CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O, 5197
THF[c], C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O, 5200
THF[m], C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O, 5202
thioredoxin[c], O=CC(CS)NC(=O)CCS, 5220
thioredoxin[m], O=CC(CS)NC(=O)CCS, 5221
threonine[c], C[C@H]([C@@H](C(=O)O)N)O, 5227
threonine[s], C[C@H]([C@@H](C(=O)O)N)O, 5230
tiglyl-CoA[m], CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC=C)O, 5247
tridecanoyl-[ACP][c], CCCCCCCCCCCCC(=O)S, 5330
tryptophan[c], C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N, 5384
tryptophan[s], C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N, 5386
tyrosine[c], C1=CC(=CC=C1C[C@@H](C(=O)O)N)O, 5406
tyrosine[s], C1=CC(=CC=C1C[C@@H](C(=O)O)N)O, 5409
ubiquinol[m], COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC, 5410
ubiquinone[m], COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O, 5411
UDP[c], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O, 5414
UDP[g], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O, 5415
UDP-glucose[c], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O, 5424
UDP-glucuronate[c], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O, 5427
UDP-glucuronate[g], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O, 5428
UDP-N-acetylglucosamine[c], CC(=O)N[C@H]1[C@@H]([C@H]([C@@H](O[C@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O, 5434
UDP-N-acetylglucosamine[g], CC(=O)N[C@H]1[C@@H]([C@H]([C@@H](O[C@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O, 5435
UMP[c], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O, 5442
UMP[g], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O, 5443
undecanoyl-[ACP][c], CCCCCCCCCCC(=O)S, 5449
urate[c], C12=C(NC(=O)N1)NC(=O)NC2=O, 5457
urate[s], C12=C(NC(=O)N1)NC(=O)NC2=O, 5459
urea[c], NC(N)=O, 5460
urea[m], NC(N)=O, 5461
urea[s], NC(N)=O, 5462
urocanate[c], C1=C(NC=N1)/C=C/C(=O)O, 5469
UTP[c], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O, 5476
UTP[m], C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O, 5477
valine[c], CC(C)[C@@H](C(=O)O)N, 5487
valine[s], CC(C)[C@@H](C(=O)O)N, 5490
xanthosine-5-phosphate[c], O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O, 5512
zymosterol[c], C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C, 5530
glycogen[c], CC1OC(O)C(O)C(O)C1O, 5533
human_protein_pool, R, 6004
human_growthMaintainance, R, 6005
biomass[c], R, 6006
biomass[x], R, 6007
human_RNAPool, R, 6009
human_DNAPool, R, 6010
phosphatidate, R, 6011
CDP-diacylglycerol, R, 6012
phosphatidylserine, R, 6013
phosphatidylcholine, R, 6014
phosphatidylethanolamine, R, 6015
phosphatidylPool, R, 6016
fattyAcidPool, R, 6017
metabolitePool, R, 6018
phosphatidylinositol, R, 6019
heparan sulfate, R, 0
heparan sulfate, R, 0
S-Sulfanylglutathione, C(CC(=O)N[C@@H](CSS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N, 0
